gene_accession,SOY05u_t2_M_MB,SOY01u_t2_M_MB,SOY04e_t2_M_MB,SOY03e_t2_M_MB,SOY02u_t2_M_MB,SOY05e_t2_M_MB,SOY02e_t2_M_MB,SOY03u_t2_M_MB,SOY01e_t2_M_MB,SOY04u_t2_M_MB
MEG_452/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,50,0,0,3,0,7
MEG_7857/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUB,0,0,2,0,26,21,0,0,0,25
MEG_4300/Biocides/Multi_biocide_resistance/Multi_biocide_RND_efflux_pump/OPRM,0,0,0,0,0,0,0,20,0,48
MEG_5813/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTA,20,6,17,14,403,210,20,31,126,145
MEG_7833/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YHCN,2,0,2,0,56,38,4,10,0,8
MEG_6820/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_6572/Biocides/Multi_biocide_resistance/Multi_biocide_SMR_efflux_pump/SSME,0,0,0,0,8,6,6,1,0,0
MEG_6713/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,4
MEG_7205/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETV,0,0,0,0,0,0,0,0,0,24
MEG_3282/Drugs/betalactams/Class_A_betalactamases/HUGA,0,0,0,0,0,0,0,0,0,20
MEG_8443/Drugs/Pleuromutilin/Pleuromutilin_resistant_23S_rRNA_mutation/P23S/RequiresSNPConfirmation,150,174,93,171,966,240,194,361,321,690
MEG_3076/Biocides/Acid_resistance/Acid_resistance_protein/GADA,0,0,0,0,46,130,8,0,0,13
MEG_7885/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,2,0,0,0
MEG_3255/Biocides/Acid_resistance/Acid_resistance_protein/HDEB,0,0,0,0,10,26,0,0,0,0
MEG_1640/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_pumps/CDEA,0,0,0,0,0,0,20,0,0,54
MEG_1641/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_pumps/CDEA,0,0,0,0,0,0,0,0,0,56
MEG_3200/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,186,158,114,128,400,241,242,326,329,440
MEG_1323/Drugs/betalactams/Class_A_betalactamases/BLAZ,0,0,0,0,26,0,0,26,0,32
MEG_3557/Drugs/betalactams/Class_A_betalactamases/LEN,0,0,0,0,4,0,0,0,0,0
MEG_6521/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SME,0,0,0,0,34,0,0,0,0,0
MEG_6699/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,4,4,2,0,0
MEG_1744/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMEE,50,58,54,0,0,0,74,158,108,306
MEG_2448/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/CUSC,0,0,8,0,22,48,0,0,0,0
MEG_4055/Drugs/Cationic_antimicrobial_peptides/Defensin_resistant_mprF/MPRF,0,0,0,0,0,0,0,0,0,156
MEG_3189/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,30,0,41,0,405,103,45,63,233,150
MEG_4119/Metals/Multi_metal_resistance/Multi_metal_MFS_efflux_pumps/NCRA,0,0,0,0,0,19,0,0,0,0
MEG_1181/Biocides/Acid_resistance/Acid_resistance_protein/ASR,0,21,12,0,97,37,18,0,0,59
MEG_6565/Drugs/betalactams/Class_C_betalactamases/SRT,0,0,0,0,27,0,0,0,0,0
MEG_3744/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTA,12,0,0,0,63,28,20,0,96,82
MEG_8418/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,30,0,0,0,54
MEG_2915/Drugs/Phenicol/Phenicol_resistance_MFS_efflux_pumps/FLOR,0,2,0,0,0,0,0,0,0,0
MEG_1144/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSA,0,0,0,0,0,6,0,0,0,10
MEG_8062/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,0,0,38,0,0
MEG_1479/Drugs/betalactams/Class_D_betalactamases/BSU,0,0,0,0,0,0,32,0,0,0
MEG_2663/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/DPSA,0,0,4,0,0,0,0,0,0,0
MEG_3919/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXN,0,0,0,0,162,0,0,0,0,165
MEG_3267/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_pumps/HMRM,0,0,0,0,0,0,0,0,0,48
MEG_154/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,0,0,2
MEG_7196/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_regulator/TETRM/RequiresSNPConfirmation,903,1529,858,853,1560,1470,1604,2429,1918,3054
MEG_2479/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/CZRA,0,57,0,0,0,0,56,70,0,0
MEG_6912/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,2,0,0
MEG_8691/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/SALE,0,0,0,0,0,0,42,0,0,54
MEG_3988/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,838,1009,374,846,1479,1040,979,1245,1233,2464
MEG_7837/Biocides/Multi_biocide_resistance/Multi_biocide_resistance_protein/YJCG,43,16,34,28,525,333,104,38,231,264
MEG_8640/Drugs/betalactams/Class_C_betalactamases/PRC,0,0,0,0,42,0,0,0,0,0
MEG_2464/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/CZCB,0,0,4,0,0,0,0,0,0,0
MEG_2937/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,32,0,0,80,0,50,108,58,78
MEG_2038/Metals/Copper_resistance/Copper_resistance_protein/COPB,0,0,0,0,0,0,0,0,0,6
MEG_3080/Biocides/Acid_resistance/Acid_resistance_regulator/GADE,0,0,0,0,15,51,0,0,0,0
MEG_6108/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,199,185,129,120,417,330,214,292,1444,668
MEG_6124/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,58,74,49,65,112,87,59,131,127,193
MEG_2873/Biocides/Phenolic_compound_resistance/Triclosan_resistant_mutation/FABG/RequiresSNPConfirmation,35,29,28,43,264,173,45,103,266,144
MEG_7473/Drugs/Glycopeptides/VanC_type_regulator/VANRC,0,20,0,0,0,0,0,30,0,40
MEG_7044/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,102,221,89,117,255,217,194,383,245,448
MEG_7172/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,14,6,6,22,12,10,30,12,28
MEG_6719/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,2,2,0,0
MEG_8688/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/SALB,138,102,90,72,140,96,78,206,122,358
MEG_4101/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_pumps/MUXB,62,47,28,0,330,92,99,0,136,270
MEG_4836/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,0,34
MEG_2145/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,28,5,0,0,8,0
MEG_1722/Metals/Copper_resistance/Copper_resistance_protein/CINA,0,0,10,7,0,0,30,0,0,62
MEG_7237/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,4,14,4,12,22,17,14,12,8,33
MEG_7077/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETG,0,43,0,0,7,2,0,8,0,0
MEG_3010/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSB,0,0,0,6,0,0,0,0,0,0
MEG_8704/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_7061/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,2,0,10,13,25,14,0,37,4,57
MEG_7321/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,174,147,100,184,269,213,175,236,281,376
MEG_4102/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_pumps/MUXC,28,0,0,0,181,49,35,0,151,166
MEG_7085/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,53,116,85,65,150,91,42,122,162,358
MEG_722/Drugs/Cationic_antimicrobial_peptides/Lipid_A_modification/ALMG,26,0,0,0,46,0,30,0,0,0
MEG_1197/Drugs/Cationic_antimicrobial_peptides/Polymyxin_B_resistance_regulator/BASRS/RequiresSNPConfirmation,0,0,0,0,49,0,0,0,0,22
MEG_6531/Biocides/Multi_biocide_resistance/Multi_biocide_MFS_efflux_pump/SMFY,0,0,0,0,89,0,0,0,0,0
MEG_1037/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,0,0,0,0,32,0,0,0,0,38
MEG_3558/Drugs/betalactams/Class_A_betalactamases/LEN,0,0,0,0,12,0,0,0,0,0
MEG_6611/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,2,0,0,0,0,0,0,2,0
MEG_1225/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/BEPE,141,119,57,0,86,206,114,103,167,99
MEG_3574/Drugs/betalactams/Class_A_betalactamases/LEN,0,0,0,0,17,0,0,0,0,0
MEG_6864/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,4,4,4,0,0
MEG_2716/Biocides/Multi_biocide_resistance/Multi_biocide_RND_efflux_pump/EMHB,0,0,0,0,81,0,0,0,247,126
MEG_6187/Drugs/betalactams/Class_B_betalactamases/SHN,0,0,0,0,0,0,0,0,0,12
MEG_8027/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,0,0,0,0,0,4
MEG_3663/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/MARR,0,2,0,0,14,51,0,0,0,8
MEG_4011/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/MODC,0,0,0,0,120,44,0,0,42,0
MEG_5298/Drugs/betalactams/Class_A_betalactamases/OXY,0,0,0,0,6,0,0,0,0,0
MEG_7123/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,27,30,19,40,69,53,36,53,50,84
MEG_6113/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,1254,1829,1677,1303,2396,2027,1687,3345,2538,4191
MEG_3918/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/MEXL,0,0,0,0,26,0,0,0,0,10
MEG_6955/Metals/Tellurium_resistance/Tellurium_resistance_protein/TERB,0,0,0,0,0,0,0,0,10,0
MEG_270/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,0,0,8
MEG_7312/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,1254,2195,1574,1222,2302,1809,1732,3685,2334,4698
MEG_2801/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,4,0,0,7,6,18,6,3,4,8
MEG_1096/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH6,18,34,15,101,93,22,40,7,32,50
MEG_7054/Drugs/Tetracyclines/Tetracycline_resistance_ABC_efflux_pumps/TETB60,0,0,0,0,0,0,0,0,0,180
MEG_2119/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,0,0,0,2,132,66,0,31,22,30
MEG_8634/Drugs/Lipopeptides/Colistin_resistant_mutant/PMRAR/RequiresSNPConfirmation,0,0,8,0,22,68,10,0,20,25
MEG_2477/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/CZNB,34,0,0,36,0,52,46,0,100,0
MEG_2722/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRA,0,0,0,0,76,99,0,0,0,47
MEG_2688/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,3,4,0,2,64,44,0,0,4,23
MEG_2879/Biocides/Phenolic_compound_resistance/Phenolic_resistance_protein/FABV,0,8,6,14,0,0,10,12,0,0
MEG_7689/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/VGAD,0,0,0,0,62,0,0,0,0,0
MEG_8711/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_2132/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CRP,43,105,67,83,414,217,50,203,281,286
MEG_7622/Drugs/MLS/Streptogramin_A_O_acetyltransferase/VATB,16,0,0,0,28,48,30,62,58,70
MEG_6695/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,0,0,2,0,0,0
MEG_8069/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,8,0,0,18,0,0,0,0,0,0
MEG_4002/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/MODA,0,0,4,8,77,126,12,6,0,39
MEG_4042/Drugs/MLS/Macrolide_phosphotransferases/MPHE,0,0,0,0,0,0,0,0,0,32
MEG_4031/Drugs/MLS/Macrolide_phosphotransferases/MPHB,0,0,0,0,0,34,32,0,76,134
MEG_1015/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH2_DPRIME,0,0,0,0,0,0,0,18,0,14
MEG_8273/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/NORC,0,30,0,0,0,30,0,0,46,36
MEG_7318/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,229,345,243,187,474,251,293,569,428,828
MEG_1006/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT9,0,48,0,0,26,24,26,42,18,28
MEG_8226/Drugs/betalactams/Class_A_betalactamases/LEN,0,0,0,0,6,0,0,0,0,0
MEG_1153/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSBM,34,0,0,0,171,65,14,6,63,28
MEG_4350/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,4,0,37,8,0,0,0,10
MEG_5846/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACG,0,0,0,0,0,0,6,0,10,0
MEG_1203/Drugs/betalactams/Class_B_betalactamases/BCII,0,0,0,0,0,0,12,0,0,0
MEG_2686/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,0,0,0,0,8,5,0,0,0,0
MEG_8214/Drugs/betalactams/Class_A_betalactamases/LEN,0,0,0,0,2,0,0,0,0,0
MEG_1601/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,2,0,0,0,1,1,2,2,0
MEG_6652/Metals/Copper_resistance/Copper_resistance_protein/TCRB,0,46,0,0,0,0,0,64,0,102
MEG_2805/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,2,4,2,0,6,6,2,6,3,0
MEG_333/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,2,0,0,0,0,1,3,0,0
MEG_4297/Biocides/Multi_biocide_resistance/Multi_biocide_RND_efflux_pump/OPRJ,0,0,0,0,63,0,0,0,0,0
MEG_2725/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRB,0,0,10,10,187,170,16,32,103,96
MEG_9/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,824,1298,654,795,2662,1168,1144,1574,1250,2805
MEG_3217/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,93,175,97,67,332,127,102,246,209,303
MEG_2087/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORA,6,0,6,4,141,65,5,24,163,49
MEG_2439/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CUEA,0,0,0,0,178,0,78,94,0,0
MEG_5321/Biocides/Multi_biocide_resistance/Multi_biocide_resistance_regulator/OXYRKP,12,18,24,17,488,197,30,77,119,168
MEG_2480/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/CZRB,0,0,0,0,54,0,0,0,0,34
MEG_6516/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITD,80,0,0,0,69,59,0,0,0,148
MEG_8674/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB,570,1330,637,543,2456,1058,981,1339,782,2472
MEG_2089/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORC,8,18,4,15,89,56,12,18,74,58
MEG_3516/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/KPNO,7,0,15,8,320,138,16,17,77,85
MEG_8708/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_7498/Drugs/Glycopeptides/VanC_type_regulator/VANSC,0,0,0,0,0,0,74,106,96,150
MEG_3287/Biocides/Peroxide_resistance/Peroxide_resistance_stress_protein/IBPA,18,0,9,0,113,100,11,10,141,13
MEG_74/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,0,52,0
MEG_7480/Drugs/Glycopeptides/VanE_type_regulator/VANRE,0,0,24,0,64,0,56,92,66,164
MEG_5831/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACEDELTA1,0,2,0,0,0,0,1,0,0,0
MEG_7216/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,50,113,55,63,250,100,78,102,42,206
MEG_3243/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,68,112,0,54,184,0,0,101,68,213
MEG_7308/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,18,12,11,17,81,29,32,50,43,67
MEG_8290/Drugs/betalactams/Mutant_porin_proteins/OMPK36/RequiresSNPConfirmation,21,19,4,11,270,112,33,40,74,135
MEG_7845/Metals/Zinc_resistance/Zinc_resistance_protein/ZEVA,0,0,0,0,12,0,0,0,20,0
MEG_1983/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,0,0,0,2,0,6
MEG_3612/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUE,0,0,0,0,0,0,8,12,22,0
MEG_3755/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDTH,0,0,11,5,141,147,23,15,0,54
MEG_6050/Metals/Multi_metal_resistance/Multi_metal_resistance_regulator/RCNR,4,0,0,8,16,19,4,14,16,16
MEG_4000/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/MNTR,0,0,12,0,26,59,2,6,57,4
MEG_410/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRF,0,0,24,0,159,201,0,0,46,117
MEG_6774/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,2,0,0
MEG_377/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/ABES,0,0,0,0,0,0,0,0,0,4
MEG_7860/Drugs/betalactams/Class_B_betalactamases/ZOG,0,0,0,0,0,0,0,0,0,14
MEG_1490/Drugs/Cationic_antimicrobial_peptides/Cationic_peptide_resistant_16S_ribosomal_subunit_protein/CAP16S/RequiresSNPConfirmation,2180,2699,1727,1882,4821,3224,2257,4227,4722,7002
MEG_8651/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACL,0,1,0,0,0,0,0,1,0,0
MEG_8230/Drugs/Lipopeptides/Colistin_resistant_mutant/LPSA,12,0,0,0,0,0,0,24,0,26
MEG_7825/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/YFEC,106,100,88,102,152,108,80,162,178,262
MEG_7876/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,5,0,0,0,0,0,0,0,0
MEG_1161/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSCM,0,1,3,2,37,35,8,8,0,5
MEG_2992/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,0,0,0,0,0,24,52
MEG_1042/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,0,0,0,0,0,0,0,0,14,6
MEG_264/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,0,0,12
MEG_2687/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,0,0,2,0,15,6,0,0,0,0
MEG_6810/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,2,0,8,0,0,0
MEG_5344/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,38
MEG_7141/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,44,33,29,37,87,60,36,78,75,102
MEG_5814/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTB,38,24,33,36,509,216,45,88,182,219
MEG_1191/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAER,20,0,0,0,137,44,0,59,142,64
MEG_3179/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,141,145,176,105,232,240,228,344,335,410
MEG_6751/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,0,0,6,0,0,2
MEG_2985/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,4,0,0,6,10,0,12,2,0,0
MEG_8693/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SEPA,0,0,8,0,20,12,22,30,16,0
MEG_472/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,4,10,0,0,0,0
MEG_4303/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OPRZ,0,20,0,0,90,0,0,0,0,0
MEG_6092/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,38
MEG_8246/Drugs/MLS/MLS_resistance_MFS_efflux_pumps/MEFJ,0,0,0,0,40,0,38,0,0,0
MEG_5416/Metals/Copper_resistance/Copper_resistance_protein/PCOA,56,0,0,0,10,173,6,0,0,0
MEG_8689/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/SALC,84,136,0,0,0,104,84,154,164,303
MEG_446/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,4,0,0,0,0,0
MEG_8671/Drugs/MLS/Macrolide_resistant_50S_rRNA_mutation/RPLD/RequiresSNPConfirmation,155,190,117,110,246,163,154,381,228,559
MEG_6536/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/SMTA,0,0,0,0,6,0,0,0,0,0
MEG_1932/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,0,0,0,0,0,2
MEG_3447/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KDEA,14,6,18,4,401,92,20,18,114,76
MEG_3887/Metals/Mercury_resistance/Mercury_resistance_regulator/MERR2,0,0,0,0,0,4,0,0,0,0
MEG_3908/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXE,0,0,0,0,30,0,36,0,0,94
MEG_5420/Metals/Copper_resistance/Copper_resistance_protein/PCOC,2,0,0,0,0,35,0,0,0,0
MEG_1281/Drugs/betalactams/Class_C_betalactamases/BLAEC,0,0,0,0,9,8,0,0,0,0
MEG_6486/Drugs/betalactams/Class_A_betalactamases/SHV,0,0,0,0,0,2,0,0,0,0
MEG_3620/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUG,0,0,0,0,28,0,0,0,0,0
MEG_5424/Metals/Copper_resistance/Copper_resistance_regulator/PCOR,15,0,6,0,48,89,24,0,0,0
MEG_7234/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,5,12,6,2,36,6,12,12,10,30
MEG_6594/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,4,2,0,0,0,0,0,0,0
MEG_3206/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,196,348,181,160,633,300,338,488,219,757
MEG_2715/Biocides/Multi_biocide_resistance/Multi_biocide_RND_efflux_pump/EMHA,0,0,0,0,0,0,0,0,20,0
MEG_7058/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,49,29,30,23,66,58,30,38,298,108
MEG_5361/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,11,12,50,40,8,17,169,61
MEG_5311/Drugs/betalactams/Class_A_betalactamases/OXY,0,0,0,0,0,2,0,0,0,0
MEG_2833/Drugs/MLS/23S_rRNA_methyltransferases/ERMF,0,0,0,0,0,0,0,26,0,0
MEG_5829/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACEDELTA1,0,4,0,0,0,0,0,7,5,6
MEG_3903/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXB,0,0,0,0,146,20,0,27,0,58
MEG_6103/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,98,151,124,113,239,126,245,271,312,321
MEG_5368/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,109,80,52,129,76,105,222,189,228
MEG_3237/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,67,139,56,67,257,102,86,143,88,301
MEG_6654/Metals/Copper_resistance/Copper_resistance_protein/TCRZ,0,0,0,0,0,0,0,0,0,16
MEG_968/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,2,0,0,0,0,0,0,0,2,0
MEG_8008/Drugs/betalactams/Class_A_betalactamases/BLAZ,0,0,0,0,0,22,22,0,0,34
MEG_493/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,2,0,0,0,6,0,0
MEG_2739/Drugs/Cationic_antimicrobial_peptides/Lipid_A_modification/EPTA,22,0,22,0,218,255,0,0,0,171
MEG_1955/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,0,8,0,0,0,0
