gene_accession,APP01u_t2_M_QC,APP05e_t2_M_BC,APP02u_t2_M_QC,APP03u_t2_M_QC,APP03e_t2_M_QC,APP02e_t2_M_QC,APP05u_t2_M_BC,APP04u_t2_M_BC,APP04e_t2_M_BC,APP01e_t2_M_QC
MEG_7154/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,6,0,2,0,2,0,4,0,2,0
MEG_3599/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/LMRS,0,0,0,0,0,0,34,0,0,0
MEG_4044/Drugs/MLS/Macrolide_phosphotransferases/MPHE,0,0,0,0,0,0,26,14,0,0
MEG_7248/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETZ,4,0,0,0,0,0,0,0,0,0
MEG_7318/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,186,430,360,506,430,253,269,206,1055,315
MEG_4042/Drugs/MLS/Macrolide_phosphotransferases/MPHE,0,0,0,0,0,0,14,0,0,0
MEG_6834/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_5814/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTB,26,32,0,54,66,50,0,22,0,0
MEG_2698/Biocides/Multi_biocide_resistance/Multi_biocide_SMR_efflux_pump/EBRB,0,0,0,0,0,0,6,0,0,0
MEG_8101/Drugs/Metronidazole/fxr_nitroimidazole_reductase/FXRA/RequiresSNPConfirmation,0,0,0,0,0,0,14,28,0,0
MEG_8409/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,18,0,0,0
MEG_7120/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,15,38,16,42,48,23,24,23,77,29
MEG_185/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,26,0,0,0,26,24,0,0
MEG_6099/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,33,79,67,105,82,51,28,51,82,57
MEG_7016/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,17,41,0,0,36,14,0,0,0,0
MEG_6979/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TET36,0,0,0,6,0,0,0,0,0,0
MEG_7042/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,243,263,287,420,359,199,278,180,608,312
MEG_3282/Drugs/betalactams/Class_A_betalactamases/HUGA,0,0,0,0,0,0,20,0,84,0
MEG_6617/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,58,10,19,66,24,16,22,44,59,18
MEG_6142/Drugs/Mycobacterium_tuberculosis_specific_Drug/Pyrazinamide_resistant_mutant/RPSA/RequiresSNPConfirmation,419,433,392,481,419,281,214,147,465,363
MEG_7976/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/ARNT,0,0,46,26,0,0,0,0,96,0
MEG_5780/Drugs/Lipopeptides/Daptomycin_resistant_mutant/PGSA/RequiresSNPConfirmation,0,0,0,0,0,0,0,16,0,0
MEG_6/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,3666,4896,5734,6162,6975,3434,4119,2980,9458,4981
MEG_6110/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,133,212,120,150,182,96,132,73,385,149
MEG_3243/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,147,153,189,0,105,72,71,0,0
MEG_3280/Drugs/betalactams/Class_A_betalactamases/HUGA,0,0,0,0,0,0,36,0,0,0
MEG_3975/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,957,1005,852,1189,1215,625,553,408,1180,845
MEG_1004/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT9,0,0,122,104,156,73,106,0,0,86
MEG_3206/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,360,488,481,495,475,294,248,136,604,313
MEG_2580/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRI,18,0,0,0,0,0,0,44,0,0
MEG_3187/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,22,0,0,0,0,0,0,23,0
MEG_8035/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/CPRR,8,0,0,0,38,0,16,14,0,22
MEG_7214/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,95,108,89,95,136,78,58,21,93,58
MEG_5360/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,103,98,108,146,0,0,0,101,0
MEG_6890/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_7196/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_regulator/TETRM/RequiresSNPConfirmation,920,1449,1287,1569,1671,793,1052,738,2653,1367
MEG_3175/Drugs/Lipopeptides/Daptomycin_resistant_mutant/GSHF/RequiresSNPConfirmation,0,108,0,74,0,0,98,54,982,0
MEG_7498/Drugs/Glycopeptides/VanC_type_regulator/VANSC,0,0,54,0,0,0,100,64,0,0
MEG_2766/Drugs/MLS/23S_rRNA_methyltransferases/ERM,0,0,0,0,0,0,14,22,0,0
MEG_6123/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,77,113,81,97,171,82,105,59,181,70
MEG_8140/Drugs/Aminoglycosides/Gentamicin_resistant_ATP_binding_protein/GRDA,0,0,8,0,0,0,6,0,0,0
MEG_8680/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/RRS/RequiresSNPConfirmation,1340,2046,1507,2032,1934,1130,1259,943,5452,1475
MEG_3008/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSB,0,12,0,0,0,0,0,0,0,0
MEG_1685/Drugs/Multi_drug_resistance/MDR_23S_ribosomal_RNA_methyltransferase/CFRC,0,0,42,0,0,0,20,36,0,0
MEG_730/Drugs/betalactams/Penicillin_binding_protein/AMPH,0,0,0,4,0,0,0,0,0,0
MEG_6909/Drugs/betalactams/Class_A_betalactamases/TEM,0,4,0,0,0,0,0,0,10,0
MEG_7257/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/TLRCM,0,0,0,100,0,0,0,0,0,0
MEG_7063/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,9,0,0,13,0,17,0,0,0,0
MEG_47/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC3,0,0,0,0,0,0,14,18,0,0
MEG_5377/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,84,0,0,0,0,0,0,0
MEG_6130/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,21,30,52,38,0,0,30,0,26,25
MEG_3080/Biocides/Acid_resistance/Acid_resistance_regulator/GADE,0,0,0,0,0,0,8,6,0,0
MEG_2622/Drugs/Trimethoprim/Dihydrofolate_reductase/DHFR/RequiresSNPConfirmation,0,0,12,0,0,0,0,18,0,0
MEG_1203/Drugs/betalactams/Class_B_betalactamases/BCII,0,0,0,0,0,0,24,0,0,0
MEG_7883/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRB/RequiresSNPConfirmation,0,0,20,26,0,0,0,0,16,0
MEG_170/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,10,0,0,0
MEG_3993/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,345,508,519,595,624,349,351,303,688,468
MEG_3512/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KPN,0,0,0,11,0,0,0,0,0,0
MEG_1097/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH6,11,47,16,19,11,17,11,2,20,13
MEG_3247/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,36,22,0,0,0,24,20,12,0,0
MEG_3513/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KPN,0,0,22,0,0,0,0,0,9,0
MEG_2641/Drugs/Trimethoprim/Dihydrofolate_reductase/DHFR/RequiresSNPConfirmation,0,0,0,0,0,0,0,10,6,0
MEG_6628/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,28,10,16,28,26,24,10,28,24,9
MEG_3188/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,64,96,100,131,100,58,63,46,92,81
MEG_705/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ADET1,0,0,0,0,0,0,34,30,0,12
MEG_1279/Drugs/betalactams/Class_C_betalactamases/BLAEC,0,0,2,0,0,0,0,0,0,0
MEG_8063/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,0,14,8,0,0
MEG_6101/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,69,92,100,63,0,66,34,79,70
MEG_6958/Metals/Tellurium_resistance/Tellurium_resistance_protein/TERD,0,0,0,0,0,0,0,6,0,0
MEG_3992/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,21848,36508,22511,34481,35793,18830,19211,12817,71098,24470
MEG_2440/Metals/Copper_resistance/Copper_resistance_protein/CUEO,0,0,28,0,0,0,0,28,0,0
MEG_6856/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,0,0
MEG_5852/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACL,0,0,0,0,0,4,0,0,0,0
MEG_4215/Drugs/Aminoglycosides/16S_rRNA_methyltransferases/NPMA,0,0,34,0,0,0,0,0,0,0
MEG_407/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ACRD,0,0,0,0,0,0,0,0,32,0
MEG_2846/Drugs/MLS/23S_rRNA_methyltransferases/ERMT,0,24,0,0,0,0,44,0,0,0
MEG_3836/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_regulator/MEPR,0,0,14,0,0,0,8,6,0,0
MEG_6519/Biocides/Multi_biocide_resistance/Multi_biocide_ABC_efflux_pump/SMDA,0,0,48,30,0,0,10,0,0,0
MEG_8142/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GRLA/RequiresSNPConfirmation,0,0,28,0,0,0,0,0,64,0
MEG_6634/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,52,6,18,39,37,11,12,22,33,16
MEG_4797/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,42,0,0,0
MEG_1579/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,18,0,16,0,0,0,16,0
MEG_1084/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH6,9,54,16,28,5,28,18,21,24,14
MEG_5389/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,65,86,0,0,0,0,0,36,0,0
MEG_7080/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETG,8,0,0,0,0,0,0,0,0,0
MEG_2730/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRD,0,0,0,0,0,4,0,0,0,0
MEG_7974/Drugs/betalactams/Class_C_betalactamase_regulator/AMPCR/RequiresSNPConfirmation,0,0,0,2,0,4,2,2,0,0
MEG_3076/Biocides/Acid_resistance/Acid_resistance_protein/GADA,0,0,0,0,0,0,0,4,0,0
MEG_3241/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,0,0,26,0,0,32,0,0,0
MEG_2771/Drugs/MLS/23S_rRNA_methyltransferases/ERM,28,54,84,56,62,50,54,40,0,50
MEG_6175/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SDEY,22,0,48,50,0,0,0,0,0,0
MEG_6651/Metals/Copper_resistance/Copper_resistance_protein/TCRA,0,0,0,0,0,28,0,0,0,0
MEG_7689/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/VGAD,0,0,50,0,0,0,52,34,0,0
MEG_7218/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,35,24,19,34,48,25,12,22,32,16
MEG_5371/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,74,112,142,133,140,82,122,102,188,102
MEG_6125/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,254,546,336,415,509,190,353,202,563,181
MEG_3184/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,97,196,138,205,130,126,120,88,301,168
MEG_4196/Metals/Nickel_resistance/Nickel_resistance_protein/NIRB,0,0,12,0,0,0,0,0,0,0
MEG_8150/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,0,38,0,0,0,0,20,0,0
MEG_7004/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET51,0,0,0,0,42,0,24,0,0,0
MEG_7228/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,8,30,22,33,31,40,14,6,20,34
MEG_3624/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_pumps/LPEA,0,0,20,0,0,0,0,0,0,0
MEG_5376/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,0,0,30,0,0,0
MEG_1149/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSBM,0,0,18,0,0,0,0,0,0,0
MEG_702/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ADEN,0,0,0,0,0,26,0,16,0,0
MEG_2043/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/COPBM,0,0,56,62,0,0,64,74,252,0
MEG_3071/Drugs/Fusidic_acid/Fusidic_acid_resistant_mutation/FUSE/RequiresSNPConfirmation,36,79,0,66,48,23,10,25,315,19
MEG_4/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,3447,5955,3790,5419,6041,3031,3329,2381,7912,3757
MEG_1652/Biocides/Biguanide_resistance/Biguanide_cation_efflux/CEPAB,0,0,8,16,0,0,0,0,7,0
MEG_3722/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/MCR,0,0,62,71,0,0,0,0,0,0
MEG_8722/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/TVAB,56,128,202,0,78,116,126,132,86,70
MEG_8739/Drugs/betalactams/Class_B_betalactamases/VMB,0,0,0,0,0,0,48,0,0,16
MEG_8714/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET63,0,0,56,0,0,0,54,54,0,0
MEG_398/Metals/Arsenic_resistance/Arsenic_resistance_membrane_transporter/ACR3,48,74,54,66,108,86,28,72,0,44
MEG_1231/Metals/Copper_resistance/Copper_resistance_regulator/BHSA,0,0,0,0,0,0,0,0,0,12
MEG_7007/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET54,0,0,0,0,0,0,0,36,0,0
MEG_4095/Drugs/Fosfomycin/Fosfomycin_target_mutation/MURA/RequiresSNPConfirmation,50,104,88,78,0,0,78,44,58,0
MEG_3631/Drugs/betalactams/Class_B_betalactamases/LRA,0,0,22,0,0,0,0,0,0,0
MEG_5273/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,28,0,0,0,0,0
MEG_4091/Drugs/Mupirocin/Mupirocin_resistant_isoleucyl_tRNA_synthetase/MUPB,0,0,138,0,0,0,120,96,0,0
MEG_3192/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,17,0,0,0,0
MEG_4742/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,20,0,0,0,0,0,0,0
MEG_4217/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/NREB,0,0,0,0,0,0,260,0,0,0
MEG_6144/Drugs/Aminoglycosides/Aminoglycoside_resistant_30S_ribosomal_protein_S12/RPSL/RequiresSNPConfirmation,91,106,100,147,150,62,78,53,112,92
MEG_6843/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_6143/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/RPSJ/RequiresSNPConfirmation,0,6,6,0,2,1,0,0,11,1
MEG_4843/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,24,30,28,28,26,0,42,20
MEG_1738/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMEA,0,0,12,0,0,0,22,0,0,0
MEG_6126/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,312,414,300,365,414,153,286,142,951,318
MEG_7198/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETS,0,10,15,13,9,10,0,10,21,0
MEG_3878/Metals/Mercury_resistance/Mercury_resistance_protein/MERP,0,0,0,0,0,0,0,6,0,0
MEG_8450/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,16,37,0,0,23,0,0,0,65,0
MEG_4208/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/NORA,0,0,22,0,0,0,42,0,0,0
MEG_6499/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/SILA,0,0,0,0,0,0,0,84,0,0
MEG_2720/Biocides/Multi_biocide_resistance/Multi_biocide_MATE_efflux_pump/EMMDR,0,0,52,0,0,0,0,0,36,0
MEG_309/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,6,0,0,0
MEG_5334/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,60,54,0,0,0,0,70,0
MEG_8289/Drugs/Multi_drug_resistance/MDR_mutant_porin_proteins/OMPK/RequiresSNPConfirmation,8,0,0,0,0,0,0,0,0,0
MEG_1120/Drugs/Aminoglycosides/16S_rRNA_methyltransferases/ARMA,0,0,0,0,0,0,0,12,0,0
MEG_6113/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,1597,1788,1768,2202,2633,1331,1453,1062,3457,1841
MEG_7166/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,2,4,4,0,0,4,0,0,8,0
MEG_6174/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SDEX,0,0,0,4,0,0,0,0,0,0
MEG_211/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,6,0,0,0,0,0,0,0
MEG_4175/Metals/Nickel_resistance/Nickel_ABC_efflux_regulator/NIKR,0,0,0,0,0,0,0,0,4,0
MEG_6957/Metals/Tellurium_resistance/Tellurium_resistance_protein/TERC,0,0,0,0,68,0,0,22,0,0
MEG_6844/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_8679/Drugs/Oxazolidinone/Oxazolidinone_resistant_23S_rRNA_mutation/RRL/RequiresSNPConfirmation,444,579,471,696,616,331,382,202,623,496
MEG_3646/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/LSAB,0,0,0,70,0,68,128,0,66,46
MEG_7482/Drugs/Glycopeptides/VanL_type_regulator/VANRI,0,0,30,0,0,0,0,0,0,0
MEG_7163/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,67,69,65,81,96,66,52,24,57,68
MEG_3291/Biocides/Acetate_resistance/Acetate_resistance_protein/ICLR,0,0,0,2,0,0,0,0,0,0
MEG_7615/Drugs/Glycopeptides/VanA_type_accessory_protein/VANZA,0,0,0,0,0,0,16,0,0,0
MEG_1247/Drugs/betalactams/Class_A_betalactamases/BLAA,0,0,46,0,0,0,0,18,0,0
MEG_3985/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,448,436,460,527,523,308,291,244,416,369
MEG_2020/Metals/Copper_resistance/Copper_resistance_protein/COPA,0,0,0,22,0,0,0,0,0,0
MEG_1323/Drugs/betalactams/Class_A_betalactamases/BLAZ,0,0,0,0,0,0,0,28,0,0
MEG_8100/Drugs/Fusidic_acid/Fusidic_acid_resistant_mutation/FUSA/RequiresSNPConfirmation,383,607,444,617,637,400,401,288,1162,510
MEG_7825/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/YFEC,0,120,92,68,164,62,74,48,280,136
MEG_3283/Metals/Nickel_resistance/Nickel_resistance_protein/HUPE,0,0,0,34,0,0,0,0,0,0
MEG_6783/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_2906/Drugs/Phenicol/Phenicol_resistance_MFS_efflux_pumps/FEXB,0,0,0,0,0,0,60,52,0,0
MEG_7146/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,82,169,142,146,173,71,90,74,231,143
MEG_7070/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETD,529,677,649,811,860,469,526,343,1341,771
MEG_5347/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,45,79,69,68,139,43,62,53,109,80
MEG_2087/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORA,0,0,4,6,0,2,0,2,0,0
MEG_6624/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,22,3,20,38,15,10,8,23,20,7
MEG_2848/Drugs/MLS/23S_rRNA_methyltransferases/ERMT,50,90,0,0,0,0,0,0,44,0
MEG_3289/Biocides/Peroxide_resistance/Peroxide_resistance_stress_protein/IBPB,0,2,0,1,0,0,0,0,0,0
MEG_4092/Drugs/Fosfomycin/Fosfomycin_target_mutation/MURA/RequiresSNPConfirmation,0,0,18,0,0,0,20,0,0,0
MEG_7061/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,5,0,0,0,0,0,0,0,0,4
MEG_6632/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,41,8,13,60,19,14,22,19,32,8
MEG_3248/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,21,0,24,22,18,28,36,0,0,21
MEG_3236/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,37,0,36,47,0,0,0,0,0
MEG_3246/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,111,194,164,189,158,98,119,90,267,67
MEG_7229/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,150,137,117,250,211,122,106,62,180,171
MEG_1272/Drugs/betalactams/Class_A_betalactamases/BLACRP,0,0,0,26,0,0,0,0,0,0
MEG_8689/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/SALC,0,92,86,98,0,64,102,78,0,0
MEG_6119/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,160,0,0,0,166,180,0,0
MEG_7155/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,7,5,0,0,0,0,0,9,0
MEG_281/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,10,18,0,0,0
MEG_5828/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACE,0,0,0,0,0,2,0,0,0,0
MEG_5391/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,13,35,25,23,30,0,0,25,92,19
MEG_6134/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,14,25,0,35,11,0,0,0
MEG_7824/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/YFEB,32,38,66,111,80,21,37,30,101,70
MEG_5400/Drugs/betalactams/Penicillin_binding_protein/PBP2,0,48,57,70,0,0,0,32,0,0
MEG_6052/Metals/Chromium_resistance/Chromium_resistance_protein/RECG,0,0,10,22,6,6,0,0,0,0
MEG_3661/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/MARA,0,0,10,0,0,0,0,0,0,0
MEG_6963/Drugs/Tetracyclines/Tetracycline_resistant_16S_ribosomal_subunit_protein/TET16S/RequiresSNPConfirmation,1555,2243,1759,2190,2799,1752,1158,1225,4340,1894
MEG_5346/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,190,350,336,267,243,171,304,239,710,260
MEG_6618/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,15,3,12,31,8,10,7,18,9,3
MEG_7520/Drugs/Glycopeptides/VanM_type_regulator/VANSM,0,0,0,0,0,0,44,50,0,0
MEG_7309/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,131,237,237,238,220,115,148,117,345,184
MEG_3022/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSG,0,0,0,0,0,0,40,0,0,0
MEG_2067/Metals/Copper_resistance/Copper_resistance_protein/COPP,0,0,2,0,0,0,0,0,0,0
MEG_8639/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/POXT,0,0,60,92,0,48,80,56,0,38
MEG_5344/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,25,0
MEG_3656/Drugs/betalactams/Class_A_betalactamases/M1,0,0,24,0,0,0,22,0,0,0
MEG_6128/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,112,179,106,170,183,113,133,59,386,126
MEG_6122/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,46,45,41,42,17,0,0,61,45
MEG_2671/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,0,0,0,0,0,0,0,0,2,0
