gene_accession,CRA02e_t2_M_BC,CRA01u_t2_M_BC,CRA05e_t2_M_QC,CRA01e_t2_M_BC,CRA04u_t2_M_QC,CRA03u_t2_M_BC,CRA03e_t2_M_BC,CRA02u_t2_M_BC,CRA04e_t2_M_QC,CRA05u_t2_M_QC
MEG_1323/Drugs/betalactams/Class_A_betalactamases/BLAZ,0,0,0,0,0,72,0,0,22,0
MEG_3362/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,0,0,0,12,0
MEG_7105/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,169,132,28,65,30,82,65,457,18,63
MEG_2875/Biocides/Phenolic_compound_resistance/Phenolic_resistance_protein/FABI,16,3,2,2,10,29,22,3,18,62
MEG_3238/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,56,32,88,40,0,138,95,40,99,153
MEG_6852/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_7692/Drugs/MLS/Streptogramin_B_ester_bond_cleavage/VGBA,0,0,0,0,0,0,0,0,12,0
MEG_6632/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,24,8,17,16,4,8,26,29,26,6
MEG_1484/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CADA,0,0,0,0,0,0,0,0,48,0
MEG_5353/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,28,25,20,0,0,81,49,40,37,37
MEG_6111/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,163,81,98,95,71,154,68,189,105,165
MEG_2979/Drugs/betalactams/Class_A_betalactamases/FONA,6,0,0,0,0,12,0,0,0,0
MEG_4578/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,10,0,0,0,0,0,0
MEG_1640/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_pumps/CDEA,0,0,0,0,0,0,0,0,38,0
MEG_5378/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,108,0,88,102,0,96,104,0
MEG_6103/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,247,158,137,134,116,272,131,350,229,245
MEG_8432/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,44,0,38,0
MEG_7515/Drugs/Glycopeptides/VanM-type_regulator/VANSM,50,0,0,0,0,0,0,0,84,0
MEG_6831/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_5375/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,804,615,1023,724,648,889,480,1027,896,1381
MEG_4169/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKB,0,0,0,0,0,0,13,0,22,0
MEG_8460/Drugs/betalactams/Penicillin_binding_protein/PBP4/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,16,0
MEG_3249/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,0,100,136,84,116,216,88,108,142,306
MEG_2830/Drugs/MLS/23S_rRNA_methyltransferases/ERMF,36,0,0,0,0,0,0,0,0,0
MEG_2964/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,0,0,5,0,0
MEG_6105/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,408,282,322,251,211,494,213,480,304,566
MEG_333/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,0,2
MEG_6139/Drugs/Lipopeptides/Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC/RPOCL/RequiresSNPConfirmation,2518,1938,2716,2037,1864,2993,1427,3705,2451,3881
MEG_1085/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH6,19,8,16,6,0,11,0,3,0,4
MEG_6606/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,0,2,0,0
MEG_3883/Metals/Mercury_resistance/Mercury_resistance_regulator/MERR,0,0,0,0,0,0,0,0,2,1
MEG_6069/Drugs/Aminoglycosides/16S_rRNA_methyltransferases/RMTE,0,0,0,0,0,0,0,0,10,0
MEG_2737/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRY,0,0,0,6,0,0,0,0,41,66
MEG_3144/Drugs/Fosfomycin/Fosfomycin_target_mutation/GLPT/RequiresSNPConfirmation,14,10,121,10,20,91,41,24,92,124
MEG_792/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,4,0,0
MEG_2578/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRF,0,0,0,0,0,0,0,0,16,0
MEG_3892/Metals/Mercury_resistance/Mercury_resistance_protein/MERT,0,0,0,0,0,0,0,0,4,0
MEG_6673/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_7252/Drugs/betalactams/Class_A_betalactamases/TLA,0,0,0,0,0,16,0,0,0,0
MEG_6815/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_7310/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,2315,2121,3183,2340,1988,2877,1857,3044,2596,3960
MEG_3727/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/MCR,0,0,0,0,0,0,0,0,30,0
MEG_4055/Drugs/Cationic_antimicrobial_peptides/Defensin-resistant_mprF/MPRF,0,0,0,0,0,0,0,0,176,0
MEG_3460/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KMRA,0,0,0,0,0,28,42,0,0,0
MEG_49/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC3,0,0,6,0,0,0,0,0,10,0
MEG_1300/Drugs/betalactams/Penicillin_binding_protein_regulator/BLAR,0,0,0,0,0,0,0,0,92,0
MEG_679/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ADEC,0,0,0,0,0,0,0,0,88,0
MEG_1279/Drugs/betalactams/Class_C_betalactamases/BLAEC,0,0,0,0,0,0,16,0,6,14
MEG_6875/Drugs/betalactams/Class_A_betalactamases/TEM,12,0,0,5,0,5,29,47,30,0
MEG_6508/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_regulator/SILR,0,0,0,0,0,0,18,0,0,0
MEG_3205/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,13,0,37,5,0,86,34,0,51,58
MEG_3993/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,494,336,594,304,435,563,309,565,538,922
MEG_1485/Metals/Multi-metal_resistance/Multi-metal_resistance_regulator/CADC,64,22,30,48,60,104,0,54,62,76
MEG_6160/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,3,0,0,0,0,0,10,0,0
MEG_2087/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORA,6,6,9,0,0,42,30,0,18,27
MEG_3597/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/LMRD,122,0,48,0,94,132,0,88,58,178
MEG_6751/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,2,0,0
MEG_6126/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,431,279,297,240,218,496,204,625,337,493
MEG_137/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,32,0,0,0,0,0,32,0
MEG_8253/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1177,564,1095,428,914,876,449,760,990,1413
MEG_4290/Drugs/betalactams/Mutant_porin_proteins/OMPR,0,0,0,0,0,28,0,0,14,0
MEG_4806/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,22,0
MEG_6124/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,174,99,108,95,67,157,80,202,97,188
MEG_6634/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,14,8,16,18,7,0,9,28,32,12
MEG_7857/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUB,0,0,0,14,0,0,0,0,0,42
MEG_5347/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,110,72,99,78,71,82,63,82,125,163
MEG_7584/Drugs/Glycopeptides/VanC-type_resistance_protein/VANXYC,0,0,0,0,0,18,0,22,12,18
MEG_7976/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/ARNT,0,0,0,26,0,28,32,48,55,146
MEG_4327/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,0,0,0,6,0,0,0,0
MEG_4781/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,22,0
MEG_1277/Drugs/betalactams/Class_C_betalactamases/BLAEC,0,0,0,0,0,0,0,0,0,10
MEG_2698/Biocides/Multi-biocide_resistance/Multi-biocide_SMR_efflux_pump/EBRB,0,0,0,0,0,0,0,0,24,0
MEG_6891/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,2,0,0,0
MEG_6500/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/SILB,0,0,31,18,0,40,32,0,58,0
MEG_3212/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,45,0,68,125
MEG_2654/Metals/Copper_resistance/Copper_resistance_protein/DNAK,83,170,235,97,187,223,153,324,166,473
MEG_3232/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,32,0,0,0,0,23,0,0,0,0
MEG_6878/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_793/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,1,0,0
MEG_1642/Drugs/Lipopeptides/Daptomycin-resistant_mutant/CDSA/RequiresSNPConfirmation,0,28,0,0,0,0,0,50,104,0
MEG_3271/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_pumps/HNS,20,12,14,0,0,79,35,0,21,20
MEG_3194/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,36,18,0,49,0,30,38,56
MEG_5396/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARY,311,413,586,178,436,771,423,745,509,1414
MEG_3255/Biocides/Acid_resistance/Acid_resistance_protein/HDEB,0,0,0,0,0,0,6,0,0,0
MEG_8442/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,20,0,0,12,0
MEG_6502/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/SILC,0,0,0,0,0,0,4,0,0,0
MEG_103/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,2,0
MEG_1573/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,28,0,0,0,0,0,0
MEG_7137/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,45,22,11,36,14,25,13,75,10,20
MEG_2479/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/CZRA,0,0,0,0,0,0,46,0,0,0
MEG_7450/Drugs/Glycopeptides/VanA-type_regulator/VANRA,21,0,0,0,0,6,0,0,0,0
MEG_3248/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,0,0,28,12,40,0,20,38,42,101
MEG_4044/Drugs/MLS/Macrolide_phosphotransferases/MPHE,0,0,0,0,0,0,0,0,16,16
MEG_8722/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/TVAB,0,94,36,0,58,124,74,66,80,36
MEG_31/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC3,0,0,0,0,0,0,0,0,0,12
MEG_5748/Drugs/betalactams/Class_B_betalactamases/PEDO,0,0,0,0,0,0,0,0,30,0
MEG_5418/Metals/Copper_resistance/Copper_resistance_protein/PCOB,0,0,0,4,0,0,6,0,0,0
MEG_6810/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_7513/Drugs/Glycopeptides/VanG-type_regulator/VANSG,0,0,0,0,0,0,0,0,18,0
MEG_4298/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/OPRJ,0,0,0,0,0,0,0,27,0,57
MEG_951/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,6,0,0,0,0,0,9,0,0
MEG_1183/Drugs/betalactams/Class_A_betalactamases/AST,0,0,0,0,0,0,16,0,26,0
MEG_7069/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETD,12,4,0,1,0,4,0,10,0,0
MEG_7066/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,124,30,6,14,33,173,12,26,33,22
MEG_3890/Metals/Mercury_resistance/Mercury_resistance_protein/MERT,0,0,0,0,0,0,0,0,12,0
MEG_8241/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDE,0,0,0,0,0,0,0,0,50,0
MEG_3065/Drugs/Fusidic_acid/Fusidic_acid-resistant_mutation/FUSA/RequiresSNPConfirmation,768,635,713,595,446,959,355,1018,529,1195
MEG_2781/Drugs/MLS/23S_rRNA_methyltransferases/ERM42,0,0,20,0,0,0,0,0,20,0
MEG_4095/Drugs/Fosfomycin/Fosfomycin_target_mutation/MURA/RequiresSNPConfirmation,126,38,174,30,142,77,68,104,163,265
MEG_4194/Drugs/Metronidazole/nim_nitroimidazole_reductase/NIMJ,0,0,6,0,0,0,0,0,0,0
MEG_1057/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,7,12,5,4,0,4,7,4,0,0
MEG_5783/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_regulator/PHOB/RequiresSNPConfirmation,4,0,27,6,0,12,15,0,8,32
MEG_4287/Drugs/Multi-drug_resistance/MDR_mutant_porin_proteins/OMPF/RequiresSNPConfirmation,0,0,0,0,0,24,26,0,43,78
MEG_4029/Drugs/MLS/Macrolide_phosphotransferases/MPHA,0,0,0,0,0,0,0,0,0,44
MEG_5360/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,103,85,118,0,132,193,115,175,138,309
MEG_4330/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,0,0,0,4,0,0,0,0
MEG_2788/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,6,0,0,4,0,2,0,0,0,0
MEG_3857/Metals/Mercury_resistance/Mercury_resistance_protein/MERC,50,0,0,0,0,0,0,0,0,0
MEG_6085/Drugs/Rifampin/Monooxygenase/ROX,0,0,0,0,0,26,0,0,0,0
MEG_7147/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,0,15,0,0,0,14,0,0,0,0
MEG_1015/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH2-DPRIME,0,0,0,0,0,0,0,0,26,0
MEG_4174/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKE,0,0,0,0,0,18,7,0,27,23
MEG_5346/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,505,259,428,311,299,490,232,428,443,710
MEG_3767/Drugs/betalactams/Penicillin_binding_protein/MECA,0,0,0,0,0,0,0,0,44,0
MEG_2899/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/FETB,0,0,0,0,0,27,22,30,33,47
MEG_3207/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,44,0,0
MEG_3229/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,35,0,0
MEG_3422/Drugs/betalactams/Class_B_betalactamases/IND,16,0,0,0,0,0,0,0,0,0
MEG_949/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,1,0,0,0,2,0,8,0,0
MEG_4275/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/OLEB,0,0,0,0,0,0,0,0,85,208
MEG_5782/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_regulator/PHOB/RequiresSNPConfirmation,0,3,20,0,0,18,12,0,19,36
MEG_5359/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,39,0,34,25,0
MEG_8233/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/LSAD,0,0,0,0,0,0,0,0,46,0
MEG_6083/Drugs/Multi-drug_resistance/Multi-drug_MFS_efflux_pumps/ROSA,0,0,6,0,0,0,0,0,18,0
MEG_7616/Drugs/Glycopeptides/VanA-type_accessory_protein/VANZA,0,0,0,6,0,0,0,0,0,0
MEG_8287/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,0,6,0,0,0,7,16,0,21,17
MEG_3738/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDFA,0,0,0,0,0,8,10,0,6,14
MEG_6575/Biocides/Multi-biocide_resistance/Multi-biocide_SMR_efflux_pump/SUGE,0,0,0,0,0,0,7,0,4,11
MEG_193/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,14,0,0,0,0,0
MEG_9/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,1380,1289,1652,1057,1314,2101,1107,2639,1395,3172
MEG_8077/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_pumps/EFRA,166,57,83,75,0,147,0,191,70,158
MEG_8014/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATT,0,0,0,0,0,0,0,0,12,0
MEG_3188/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,90,94,217,60,108,133,77,187,110,296
MEG_5817/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTS,0,8,0,0,0,14,27,0,25,28
MEG_5423/Metals/Multi-metal_resistance/Multi-metal_resistance_regulator/PCOE,0,0,0,1,0,0,1,0,10,0
MEG_8708/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_3878/Metals/Mercury_resistance/Mercury_resistance_protein/MERP,0,0,0,0,0,0,4,0,0,0
MEG_5405/Drugs/betalactams/Penicillin_binding_protein/PBP2/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,36,24
MEG_6565/Drugs/betalactams/Class_C_betalactamases/SRT,0,0,0,0,0,0,0,0,6,0
MEG_7135/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,68,48,20,36,21,33,34,142,0,30
MEG_7536/Drugs/Glycopeptides/VanL-type_resistance_protein/VANTRL,0,0,20,0,0,0,0,0,0,0
MEG_4299/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/OPRM,0,0,0,0,0,16,0,0,0,22
MEG_2734/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/EMRR,0,2,0,0,0,10,30,0,20,54
MEG_396/Metals/Iron_resistance/Iron_resistance_protein/ACN,635,705,1077,437,987,1301,685,1451,966,2406
MEG_2805/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,10,2,0,18,0,24,10,23,0,0
MEG_4005/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODB,0,0,2,0,0,0,0,0,5,13
MEG_6781/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_2089/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORC,61,18,34,0,8,48,25,26,22,31
MEG_3592/Drugs/MLS/Lincosamide_nucleotidyltransferases/LIN,0,0,112,0,0,0,0,0,80,0
MEG_1162/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSCM,0,75,0,4,0,0,10,0,0,0
MEG_6087/Drugs/Rifampin/Rifampin_phosphotransferase/RPH,52,0,0,0,0,0,0,78,0,0
MEG_7856/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUA,16,8,14,0,9,61,35,0,26,27
MEG_4171/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKD,8,0,0,0,0,18,24,0,9,18
MEG_6836/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,4,2
MEG_3636/Drugs/betalactams/Class_B_betalactamases/LRA,0,0,0,0,0,0,0,0,70,0
MEG_2017/Metals/Copper_resistance/Copper_resistance_regulator/COMR,0,0,20,0,0,0,10,0,17,12
MEG_74/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,6,0,0,0,0,0,0,0,10,0
MEG_7829/Metals/Copper_resistance/Copper_resistance_regulator/YFMP,0,0,0,0,0,54,0,0,18,0
MEG_5771/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/PERO,0,0,0,0,0,102,0,0,84,0
MEG_8250/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1766,1067,1978,758,1482,1436,794,1323,1802,2582
MEG_7855/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUA,20,16,10,0,14,34,13,0,16,18
MEG_887/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,2,0,0
MEG_4/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,4780,3531,4624,3004,4181,5100,2585,6722,4151,8805
MEG_1490/Drugs/Cationic_antimicrobial_peptides/Cationic_peptide-resistant_16S_ribosomal_subunit_protein/CAP16S/RequiresSNPConfirmation,3440,2764,3476,2523,2893,4034,2214,4468,3210,6597
MEG_730/Drugs/betalactams/Penicillin_binding_protein/AMPH,10,0,5,0,0,0,18,0,27,22
MEG_7221/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,8,0,0,0,0,0,9,0,0
MEG_7314/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,46,22,222,49,44,76,49,55,88,145
MEG_7108/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,63,31,13,24,29,10,20,132,6,20
MEG_3620/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUG,22,0,0,0,0,0,0,0,0,58
MEG_2765/Drugs/MLS/23S_rRNA_methyltransferases/ERM,0,0,0,0,0,0,0,0,24,0
MEG_7032/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,8,0,0,10,0,8,0,16,6,5
MEG_5376/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,0,26,0,0,31,0
MEG_1298/Drugs/betalactams/Penicillin_binding_protein_regulator/BLAR,0,0,0,0,0,100,0,0,75,0
MEG_1992/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,0,0,4,0,12,0
MEG_1486/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CADD,0,0,0,8,14,34,0,0,50,0
MEG_5420/Metals/Copper_resistance/Copper_resistance_protein/PCOC,0,0,0,1,0,0,0,0,0,0
MEG_2769/Drugs/MLS/23S_rRNA_methyltransferases/ERM,0,0,0,0,0,0,0,0,10,0
MEG_2825/Drugs/MLS/23S_rRNA_methyltransferases/ERMD,0,0,0,0,0,0,0,0,14,0
MEG_7598/Drugs/Glycopeptides/VanD-type_accessory_protein/VANYB,0,0,0,0,0,0,0,0,12,0
MEG_8445/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,51,19,37,28,56
MEG_6621/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,17,14,22,14,7,11,4,38,16,0
MEG_5127/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,0,14
MEG_3744/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTA,0,0,0,5,0,32,27,0,41,50
MEG_1481/Drugs/betalactams/Class_C_betalactamases/BUT,0,0,0,0,0,0,0,0,0,6
MEG_5425/Metals/Copper_resistance/Copper_resistance_regulator/PCOS,0,0,0,0,0,0,16,0,0,0
MEG_1583/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,0,0,0,20,0
MEG_733/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/AMVA,0,0,60,0,0,0,0,0,48,0
MEG_7402/Drugs/Glycopeptides/VanA-type_resistance_protein/VANHA,22,0,0,0,0,0,0,0,0,0
MEG_2085/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORA,6,4,0,4,0,26,22,0,14,28
MEG_2678/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,0,0,0,0,0,4,4
MEG_790/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,2,0,0
MEG_2151/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,0,0,0,0,2
MEG_3201/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,42,30,51,38,0,107,58,52,176,160
MEG_317/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,10,0
MEG_6499/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/SILA,0,0,25,14,0,0,59,0,0,0
MEG_328/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,8,0
MEG_6957/Metals/Tellurium_resistance/Tellurium_resistance_protein/TERC,0,0,42,0,0,0,0,0,0,49
MEG_7620/Drugs/MLS/Streptogramin_A_O-acetyltransferase/VATA,0,0,16,0,0,0,0,0,26,32
MEG_2724/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRB,0,0,19,9,0,38,30,0,28,53
