gene_accession,CAS05u_t2_M_AB,CAS04e_t2_M_AB,CAS01e_t2_M_AB,CAS03u_t2_M_AB,CAS02e_t2_M_AB,CAS04u_t2_M_AB,CAS03e_t2_M_AB,CAS05e_t2_M_AB,CAS01u_t2_M_AB,CAS02u_t2_M_AB
MEG_6100/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,367,581,291,404,566,446,578,376,481,537
MEG_7853/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ZNTA,38,0,0,0,44,0,158,125,0,32
MEG_2992/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,28,0,0,36,0,0,0,0,0
MEG_2874/Biocides/Phenolic_compound_resistance/Phenolic_resistance_protein/FABI,0,0,0,0,0,0,0,0,0,16
MEG_2378/Drugs/betalactams/Class_A_betalactamases/CTX,34,437,112,126,10,853,0,34,980,43
MEG_4000/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/MNTR,0,0,14,0,0,6,35,12,10,0
MEG_7148/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,41,20,20,8,19,24,27,22,18,36
MEG_1023/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,0,0,0,0,0,0,0,16,0,0
MEG_2993/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,0,0,0,0,7,0,0
MEG_7110/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,22,19,21,19,29,39,10,30,21,28
MEG_7476/Drugs/Glycopeptides/VanD-type_regulator/VANRD,0,0,0,0,0,0,0,0,0,12
MEG_4792/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,52,0,0,0,0,0,0
MEG_4091/Drugs/Mupirocin/Mupirocin-resistant_isoleucyl-tRNA_synthetase/MUPB,0,0,0,0,0,0,0,0,132,116
MEG_3762/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDTM,5,0,0,0,0,0,18,26,0,0
MEG_5423/Metals/Multi-metal_resistance/Multi-metal_resistance_regulator/PCOE,0,0,0,0,0,0,0,2,0,0
MEG_2091/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORC,12,24,26,12,35,36,104,44,42,26
MEG_6796/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_7530/Drugs/Glycopeptides/VanE-type_resistance_protein/VANTE,0,0,0,0,0,0,0,0,84,0
MEG_2783/Drugs/MLS/23S_rRNA_methyltransferases/ERMA,0,0,0,0,0,0,0,16,0,0
MEG_6116/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,0,0,0,0,94,104,199,220
MEG_2787/Drugs/MLS/23S_rRNA_methyltransferases/ERMA,0,0,0,0,0,0,0,0,18,20
MEG_6770/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_2937/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,32,56,0,60,0,52,0,72,0
MEG_1054/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,9,7,8,0,8,26,10,2,16,51
MEG_3763/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MDTN,8,0,0,0,0,0,34,26,0,0
MEG_8252/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1071,1463,1042,850,1836,2159,1979,1756,1432,1563
MEG_2116/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,0,8,0,0,11,0,28,69,0,0
MEG_7217/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,32,26,22,25,42,19,20,47,19,34
MEG_1192/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAER,6,4,11,1,8,1,50,28,0,7
MEG_2829/Drugs/MLS/23S_rRNA_methyltransferases/ERMF,0,0,0,0,0,0,0,0,22,24
MEG_2960/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,50,58
MEG_7682/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/VGA,0,0,0,0,0,0,0,0,90,64
MEG_3978/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,634,824,817,655,1240,894,809,1382,1204,1449
MEG_3757/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/MDTJ,0,4,0,0,5,0,4,9,0,0
MEG_7081/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETG,0,0,0,0,0,0,4,0,0,0
MEG_7115/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,59,40,55,40,50,98,44,64,56,61
MEG_3588/Drugs/Lipopeptides/Daptomycin-resistant_mutant/LIAFSR/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,42,0
MEG_3007/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSB,0,34,0,0,16,0,26,0,16,0
MEG_4175/Metals/Nickel_resistance/Nickel_ABC_efflux_regulator/NIKR,0,2,0,0,0,0,6,2,0,4
MEG_3253/Biocides/Acid_resistance/Acid_resistance_protein/HDEA,2,0,0,0,0,0,2,0,0,0
MEG_2797/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,4,1,0,2,2,4,2,6,4,3
MEG_2733/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRK,6,0,0,0,0,0,18,0,0,0
MEG_8013/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,4,0,0,12,0
MEG_2893/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/FECD,0,0,0,0,0,0,0,8,0,0
MEG_6162/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,4,0,0,0,0,0,0,0,0,0
MEG_7145/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,33,37,53,42,34,50,27,56,29,42
MEG_7060/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,4,6,0,0,4,0,10,6,0,0
MEG_2430/Drugs/betalactams/Class_A_betalactamases/CTX,12,108,168,54,0,298,0,31,350,24
MEG_7211/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,16,29,20,24,35,28,19,40,24,18
MEG_1208/Drugs/betalactams/Class_A_betalactamases/BCL,0,26,0,0,0,0,0,0,0,0
MEG_1118/Drugs/Multi-drug_resistance/MDR_regulator/ARLS,0,0,0,0,32,0,0,0,0,38
MEG_7050/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,0,0,0,0,0,0,0,0,16,0
MEG_8674/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB,1487,995,1347,1665,1927,2143,1340,2058,1959,1773
MEG_7135/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,27,19,13,31,14,34,14,27,26,44
MEG_466/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,2,0,0
MEG_2552/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,16,0,0,0,0,0,10,0
MEG_5376/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,40,41
MEG_1059/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-PRIME,0,0,0,0,0,0,0,0,22,18
MEG_7216/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,12,21,28,12,27,28,18,54,34,31
MEG_7471/Drugs/Glycopeptides/VanC-type_regulator/VANRC,58,0,40,0,34,70,20,0,50,0
MEG_3072/Drugs/Fusidic_acid/Fusidic_acid_esterases/FUSF,0,24,14,0,0,0,0,0,18,0
MEG_2966/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,0,0,4,0,0
MEG_3178/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,26,0,30,35,0,0
MEG_6535/Biocides/Multi-biocide_resistance/Multi-biocide_ABC_efflux_pump/SMRA,0,0,0,0,0,0,24,40,0,0
MEG_5424/Metals/Copper_resistance/Copper_resistance_regulator/PCOR,0,0,0,0,0,0,62,0,0,0
MEG_8247/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_pumps/MEXC1,0,0,34,0,0,90,0,0,0,78
MEG_3460/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KMRA,0,29,0,0,34,0,23,70,0,0
MEG_4351/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,0,4,0,0
MEG_4345/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,0,49,0,0
MEG_2145/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,2,0,0,2,10,0,4,2
MEG_2999/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,0,0,0,0,2,0,0
MEG_6726/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,2,0,0,0
MEG_428/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,1,0,0
MEG_4328/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,0,0,0,0,0,8,0,0
MEG_4286/Drugs/Multi-drug_resistance/MDR_mutant_porin_proteins/OMPF/RequiresSNPConfirmation,24,0,0,0,18,0,16,28,0,0
MEG_2124/Metals/Copper_resistance/Copper_resistance_protein/CRDA,8,0,0,0,0,8,0,0,0,18
MEG_313/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,10,0,0,0,0,0
MEG_6130/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,25,69,40,53,68,212,69,95,30
MEG_1579/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,3,0,0,0,0,0,1,19,5
MEG_7289/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/TTGB,0,0,0,0,0,0,0,51,0,0
MEG_3290/Biocides/Acetate_resistance/Acetate_resistance_protein/ICLR,3,4,0,0,6,0,8,20,0,0
MEG_6964/Drugs/Tetracyclines/Tetracycline-resistant_16S_ribosomal_subunit_protein/TET16S/RequiresSNPConfirmation,8113,4744,4142,7537,6404,7385,5363,6808,7708,6350
MEG_1983/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,0,0,4,7,0,0
MEG_8234/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MACAB/RequiresSNPConfirmation,6,10,0,0,0,0,8,0,28,0
MEG_7059/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,12,63,69,46,15,131,49,41,32,48
MEG_2899/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/FETB,0,33,0,0,37,0,43,33,0,0
MEG_7220/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,5,0,4,8,4,0,0,0,0,0
MEG_2435/Drugs/betalactams/Class_A_betalactamases/CTX,21,743,140,182,0,1457,6,30,1546,38
MEG_4188/Drugs/Metronidazole/nim_nitroimidazole_reductase/NIMI,0,0,0,0,0,0,0,0,0,10
MEG_8250/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,911,1374,1014,888,1797,1976,1753,1504,1365,1564
MEG_795/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,2,0,0,0,0,0,0,0,0,0
MEG_2794/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,2,9,0,2,2,0,6,4,0,0
MEG_1986/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,0,0,0,2,0,0
MEG_7635/Biocides/Multi-biocide_resistance/Multi-biocide_ABC_efflux_pump/VCAM,0,0,0,0,28,0,0,0,74,0
MEG_3206/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,480,335,377,505,567,684,401,690,695,520
MEG_5336/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,36
MEG_3750/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTC,0,39,89,0,49,44,431,79,109,20
MEG_3240/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,48,28,0,52,50,0,32,48,68,0
MEG_1181/Biocides/Acid_resistance/Acid_resistance_protein/ASR,1,0,0,0,10,0,21,42,16,22
MEG_3576/Drugs/betalactams/Class_A_betalactamases/LEN,0,0,0,0,0,0,0,2,0,0
MEG_5339/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,84,0,70,0,120,0,0,0,108,166
MEG_2068/Metals/Copper_resistance/Copper_resistance_protein/COPP,0,4,0,0,0,0,8,0,0,0
MEG_6654/Metals/Copper_resistance/Copper_resistance_protein/TCRZ,0,0,0,0,0,0,4,0,0,0
MEG_1177/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSRM,0,0,0,0,0,0,0,32,0,0
MEG_6826/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,0,0
MEG_7167/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,2,0,2,2,4,4,6,4,0,4
MEG_4095/Drugs/Fosfomycin/Fosfomycin_target_mutation/MURA/RequiresSNPConfirmation,68,72,60,0,116,104,171,208,82,103
MEG_2074/Metals/Copper_resistance/Copper_resistance_regulator/COPR,0,0,0,0,0,0,24,0,0,0
MEG_4002/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODA,2,3,0,0,16,12,69,44,0,0
MEG_1122/Drugs/Cationic_antimicrobial_peptides/Polymyxin_B_resistance_regulator/ARNA,0,12,0,0,10,0,0,38,0,15
MEG_4169/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKB,0,0,0,0,0,4,17,14,0,0
MEG_7004/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET51,0,0,0,0,0,0,34,0,40,44
MEG_2789/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,3,0,0,2,6,2,0,10,7,0
MEG_6131/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,274,335,163,239,334,281,364,271,344,274
MEG_5819/Drugs/Fosfomycin/Fosfomycin_target_mutation/PTSL/RequiresSNPConfirmation,160,276,190,219,269,305,723,351,241,204
MEG_3738/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDFA,0,5,0,8,0,10,20,0,10,0
MEG_5/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,1396,881,781,1456,1310,1267,847,1214,1605,1244
MEG_4358/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,4,9,0,0
MEG_3753/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDTG,2,0,0,0,0,0,18,9,0,0
MEG_1916/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,0,0,2,0,0,0
MEG_990/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT6,0,28,0,0,38,0,0,64,26,30
MEG_7025/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,27,0,0,0,10,0
MEG_8151/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,111,105,80,54,87,87,247,231,116,97
MEG_3437/Metals/Multi-metal_resistance/Multi-metal_resistance_regulator/IRLR,0,0,2,0,0,0,0,0,0,0
MEG_6631/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,2,2,0,0,0,4,2,0,2,7
MEG_6719/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,2,0
MEG_8454/Drugs/betalactams/Penicillin_binding_protein/PBP1/RequiresSNPConfirmation,0,0,0,0,92,0,0,0,0,0
MEG_7480/Drugs/Glycopeptides/VanE-type_regulator/VANRE,60,0,0,68,0,70,46,0,0,78
MEG_3225/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,44,0,0,42,0,0,38,36,0
MEG_4359/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,22,54,0,0
MEG_7883/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRB/RequiresSNPConfirmation,0,16,77,16,32,42,281,167,43,12
MEG_7083/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,18,68,24,13,39,28,73,69,41,34
MEG_2842/Drugs/MLS/23S_rRNA_methyltransferases/ERMQ,0,0,0,0,30,0,0,0,0,0
MEG_6661/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,4,0
MEG_4168/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKB,8,0,0,2,0,8,23,17,0,0
MEG_5813/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTA,10,18,24,2,21,6,106,72,8,4
MEG_2078/Metals/Copper_resistance/Copper_resistance_regulator/COPS,0,0,0,0,0,12,10,0,0,11
MEG_3278/Metals/Copper_resistance/Copper_resistance_protein/HPCOPP,12,4,0,6,16,8,24,26,20,22
MEG_6736/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_5384/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,23,0,0,0,0,0,0,0,21,0
MEG_7243/Drugs/Tetracyclines/Tetracycline_inactivation_enzymes/TETX,0,0,0,0,0,0,0,0,0,44
MEG_2090/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORC,18,26,19,12,49,36,105,35,24,22
MEG_6765/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,0,0
MEG_3850/Metals/Mercury_resistance/Mercury_resistance_protein/MERB,0,0,26,0,0,0,0,0,0,0
MEG_4335/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,0,0,0,0,0,4,0,0
MEG_3076/Biocides/Acid_resistance/Acid_resistance_protein/GADA,10,0,0,18,0,0,46,24,0,0
MEG_476/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,2,0,0
MEG_8273/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/NORC,0,0,0,70,0,0,0,0,140,92
MEG_1465/Biocides/Polyamine_resistance/Spermine/spermidine_acetyltransferase/BLTD,0,0,0,0,0,0,0,0,8,0
MEG_7061/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,4,11,0,0,6,0,8,0,0,0
MEG_3986/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1639,1548,1208,1696,1489,2509,1562,1483,2264,1787
MEG_7317/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,223,354,277,185,364,436,630,361,311,331
MEG_3081/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/GADW,0,0,0,0,0,0,18,4,0,0
MEG_3767/Drugs/betalactams/Penicillin_binding_protein/MECA,0,0,0,0,0,0,0,0,54,74
MEG_3068/Drugs/Fusidic_acid/Ribosomal_zinc-binding_protein/FUSC,0,10,14,0,24,0,0,22,36,14
MEG_2698/Biocides/Multi-biocide_resistance/Multi-biocide_SMR_efflux_pump/EBRB,0,0,4,0,0,0,0,0,0,0
MEG_6868/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_3190/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,62
MEG_1189/Drugs/Bacitracin/Undecaprenyl_pyrophosphate_phosphatase/BACA,0,2,0,0,17,0,25,39,0,0
MEG_6154/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/RUVBM,0,0,0,0,12,0,10,23,0,22
MEG_1631/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATP/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,10
MEG_1225/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/BEPE,0,42,133,0,155,54,40,196,149,86
MEG_8712/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_7884/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ACRR/RequiresSNPConfirmation,0,0,0,0,0,0,11,11,0,0
MEG_7867/Metals/Zinc_resistance/Zinc_resistance_regulator/ZUR,2,6,0,0,7,0,5,17,0,0
MEG_1738/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMEA,0,0,0,0,22,0,0,0,0,0
MEG_2702/Biocides/Acid_resistance/Acid_resistance_protein/EEFX,0,0,0,0,0,0,4,5,2,0
MEG_3324/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,20,0,0,0,0
MEG_8690/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/SALD,0,100,68,0,92,0,120,84,122,76
MEG_7306/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,189,105,103,153,144,181,125,176,249,165
MEG_4078/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_regulator/MTRAD,0,2,0,0,0,0,0,5,0,0
MEG_8722/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/TVAB,0,62,58,62,64,0,0,52,100,58
MEG_5297/Drugs/betalactams/Class_A_betalactamases/OXY,0,0,0,0,0,0,0,4,0,0
MEG_7127/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,7,17,9,22,13,9,11,9,16,24
MEG_6630/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,7,8,14,4,12,14,11,12,9,15
MEG_6096/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,0,0,0,0,0,98,77,81
MEG_6783/Drugs/betalactams/Class_A_betalactamases/TEM,0,4,0,0,0,0,0,0,0,0
MEG_4329/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,0,0,4,0,4,2,0,0
MEG_8677/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/RPSL/RequiresSNPConfirmation,138,130,100,150,137,157,169,194,167,207
MEG_6821/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_6850/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_1656/Drugs/betalactams/Class_C_betalactamases/CFE,0,0,0,0,0,0,0,0,0,72
MEG_4010/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODC,26,0,0,10,24,0,67,39,12,31
MEG_405/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ACRD,28,0,22,0,37,0,70,67,0,0
MEG_1045/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,10,6,8,0,16,17,11,17,14,69
MEG_7482/Drugs/Glycopeptides/VanL-type_regulator/VANRI,0,0,0,0,0,0,0,0,66,0
MEG_1969/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,0,0,0,4,0,0
MEG_3224/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,146,87,96,92,125,94,88,85,121,195
MEG_4664/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,10,0,0,0
MEG_4211/Drugs/Multi-drug_resistance/Multi-drug_MFS_efflux_pumps/NORBD,0,0,0,0,0,0,0,0,0,142
MEG_4060/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/MREA,0,0,0,0,20,0,0,38,36,0
MEG_6523/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SME,0,0,0,0,0,0,0,38,0,0
MEG_1153/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSBM,4,3,11,3,32,0,84,53,0,0
MEG_2875/Biocides/Phenolic_compound_resistance/Phenolic_resistance_protein/FABI,13,6,9,0,21,16,46,41,3,2
MEG_6513/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITA,0,2,0,0,12,0,0,39,0,0
MEG_6936/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,0,0
MEG_3294/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/IDER,0,0,0,0,0,0,0,2,0,0
MEG_7786/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/VMEC,0,0,0,0,0,0,0,0,14,0
MEG_7118/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,45,28,18,29,39,57,21,33,36,44
MEG_3604/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUA,0,0,5,0,0,0,6,0,0,12
MEG_410/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRF,22,0,0,0,0,0,83,67,0,0
MEG_3183/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,60
MEG_7266/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/TOLC,0,0,0,0,0,0,17,0,0,0
MEG_5416/Metals/Copper_resistance/Copper_resistance_protein/PCOA,0,0,0,0,0,0,0,8,0,0
MEG_5332/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,14,53,39,42,34,0,104,107,0,90
MEG_6880/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,4,0
MEG_2580/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRI,0,0,50,0,0,0,0,0,0,0
MEG_4123/Metals/Nickel_resistance/Nickel_MFS_efflux_regulator/NCRBN,0,0,0,0,6,0,0,0,0,0
